token_ID,token,chunk_id,chunk_type,prev_chunk_id,chunk_rel_pos,label
311,uniswap_0x342E31D4B657a0e312e40C3CBb5610C049E25aa5,2,-1,1,12.5,Normal rug
311,uniswap_0x342E31D4B657a0e312e40C3CBb5610C049E25aa5,3,-1,2,18.75,Normal rug
311,uniswap_0x342E31D4B657a0e312e40C3CBb5610C049E25aa5,4,-1,3,25.0,Normal rug
311,uniswap_0x342E31D4B657a0e312e40C3CBb5610C049E25aa5,5,-1,4,31.25,Normal rug
311,uniswap_0x342E31D4B657a0e312e40C3CBb5610C049E25aa5,6,-1,5,37.5,Normal rug
311,uniswap_0x342E31D4B657a0e312e40C3CBb5610C049E25aa5,7,-1,6,43.75,Normal rug
311,uniswap_0x342E31D4B657a0e312e40C3CBb5610C049E25aa5,8,-1,7,50.0,Normal rug
311,uniswap_0x342E31D4B657a0e312e40C3CBb5610C049E25aa5,9,-1,8,56.25,Normal rug
311,uniswap_0x342E31D4B657a0e312e40C3CBb5610C049E25aa5,10,-1,9,62.5,Normal rug
311,uniswap_0x342E31D4B657a0e312e40C3CBb5610C049E25aa5,11,-1,10,68.75,Normal rug
311,uniswap_0x342E31D4B657a0e312e40C3CBb5610C049E25aa5,12,-1,11,75.0,Normal rug
311,uniswap_0x342E31D4B657a0e312e40C3CBb5610C049E25aa5,13,-1,12,81.25,Normal rug
311,uniswap_0x342E31D4B657a0e312e40C3CBb5610C049E25aa5,14,-1,13,87.5,Normal rug
311,uniswap_0x342E31D4B657a0e312e40C3CBb5610C049E25aa5,15,-1,14,93.75,Normal rug
311,uniswap_0x342E31D4B657a0e312e40C3CBb5610C049E25aa5,16,1,15,100.0,Normal rug
313,uniswap_0x3511166fE41Ab458AB1C35DAF51A299B4f6a6c43,1,-1,-1,33.333333333333336,Normal rug
313,uniswap_0x3511166fE41Ab458AB1C35DAF51A299B4f6a6c43,2,-1,1,66.66666666666667,Normal rug
313,uniswap_0x3511166fE41Ab458AB1C35DAF51A299B4f6a6c43,3,1,2,100.0,Normal rug
317,uniswap_0x35BAd4e2288DE847D634cdb966a63229EB47836D,1,-1,-1,33.333333333333336,Normal rug
317,uniswap_0x35BAd4e2288DE847D634cdb966a63229EB47836D,2,-1,1,66.66666666666667,Normal rug
317,uniswap_0x35BAd4e2288DE847D634cdb966a63229EB47836D,3,1,2,100.0,Normal rug
331,uniswap_0x38E68A37E401F7271568CecaAc63c6B1e19130B4,1,-1,-1,4.3478260869565215,Normal rug
331,uniswap_0x38E68A37E401F7271568CecaAc63c6B1e19130B4,2,-1,1,8.695652173913043,Normal rug
331,uniswap_0x38E68A37E401F7271568CecaAc63c6B1e19130B4,3,-1,2,13.043478260869565,Normal rug
331,uniswap_0x38E68A37E401F7271568CecaAc63c6B1e19130B4,4,-1,3,17.391304347826086,Normal rug
331,uniswap_0x38E68A37E401F7271568CecaAc63c6B1e19130B4,5,-1,4,21.73913043478261,Normal rug
331,uniswap_0x38E68A37E401F7271568CecaAc63c6B1e19130B4,6,-1,5,26.08695652173913,Normal rug
331,uniswap_0x38E68A37E401F7271568CecaAc63c6B1e19130B4,7,-1,6,30.43478260869565,Normal rug
331,uniswap_0x38E68A37E401F7271568CecaAc63c6B1e19130B4,8,-1,7,34.78260869565217,Normal rug
331,uniswap_0x38E68A37E401F7271568CecaAc63c6B1e19130B4,9,-1,8,39.130434782608695,Normal rug
331,uniswap_0x38E68A37E401F7271568CecaAc63c6B1e19130B4,10,-1,9,43.47826086956522,Normal rug
331,uniswap_0x38E68A37E401F7271568CecaAc63c6B1e19130B4,11,-1,10,47.82608695652174,Normal rug
331,uniswap_0x38E68A37E401F7271568CecaAc63c6B1e19130B4,12,-1,11,52.17391304347826,Normal rug
331,uniswap_0x38E68A37E401F7271568CecaAc63c6B1e19130B4,13,-1,12,56.52173913043478,Normal rug
331,uniswap_0x38E68A37E401F7271568CecaAc63c6B1e19130B4,14,-1,13,60.869565217391305,Normal rug
331,uniswap_0x38E68A37E401F7271568CecaAc63c6B1e19130B4,15,-1,14,65.21739130434783,Normal rug
331,uniswap_0x38E68A37E401F7271568CecaAc63c6B1e19130B4,16,-1,15,69.56521739130434,Normal rug
331,uniswap_0x38E68A37E401F7271568CecaAc63c6B1e19130B4,17,-1,16,73.91304347826087,Normal rug
331,uniswap_0x38E68A37E401F7271568CecaAc63c6B1e19130B4,18,-1,17,78.26086956521739,Normal rug
331,uniswap_0x38E68A37E401F7271568CecaAc63c6B1e19130B4,19,-1,18,82.6086956521739,Normal rug
331,uniswap_0x38E68A37E401F7271568CecaAc63c6B1e19130B4,20,-1,19,86.95652173913044,Normal rug
331,uniswap_0x38E68A37E401F7271568CecaAc63c6B1e19130B4,21,-1,20,91.30434782608695,Normal rug
331,uniswap_0x38E68A37E401F7271568CecaAc63c6B1e19130B4,22,-1,21,95.65217391304348,Normal rug
331,uniswap_0x38E68A37E401F7271568CecaAc63c6B1e19130B4,23,1,22,100.0,Normal rug
336,uniswap_0x39aC74A7345A68487FEBC048D963d9b2B7D7C116,1,-1,-1,50.0,Normal rug
336,uniswap_0x39aC74A7345A68487FEBC048D963d9b2B7D7C116,2,1,1,100.0,Normal rug
352,uniswap_0x3D2cD54cb8D57C094a07A3e0AF3B1501393DCB30,1,1,-1,100.0,Normal rug
355,uniswap_0x3E0e3B06B0A2BffF107c2FD88c2f76C1CE742A01,1,1,-1,100.0,Normal rug
356,uniswap_0x3E985250CB137fc1Ff55922116934C5982d29F85,1,-1,-1,5.555555555555555,Normal rug
356,uniswap_0x3E985250CB137fc1Ff55922116934C5982d29F85,2,-1,1,11.11111111111111,Normal rug
356,uniswap_0x3E985250CB137fc1Ff55922116934C5982d29F85,3,-1,2,16.666666666666668,Normal rug
356,uniswap_0x3E985250CB137fc1Ff55922116934C5982d29F85,4,-1,3,22.22222222222222,Normal rug
356,uniswap_0x3E985250CB137fc1Ff55922116934C5982d29F85,5,-1,4,27.77777777777778,Normal rug
356,uniswap_0x3E985250CB137fc1Ff55922116934C5982d29F85,6,-1,5,33.333333333333336,Normal rug
356,uniswap_0x3E985250CB137fc1Ff55922116934C5982d29F85,7,-1,6,38.888888888888886,Normal rug
356,uniswap_0x3E985250CB137fc1Ff55922116934C5982d29F85,8,-1,7,44.44444444444444,Normal rug
356,uniswap_0x3E985250CB137fc1Ff55922116934C5982d29F85,9,-1,8,50.0,Normal rug
356,uniswap_0x3E985250CB137fc1Ff55922116934C5982d29F85,10,-1,9,55.55555555555556,Normal rug
356,uniswap_0x3E985250CB137fc1Ff55922116934C5982d29F85,11,-1,10,61.11111111111112,Normal rug
356,uniswap_0x3E985250CB137fc1Ff55922116934C5982d29F85,12,-1,11,66.66666666666667,Normal rug
356,uniswap_0x3E985250CB137fc1Ff55922116934C5982d29F85,13,-1,12,72.22222222222223,Normal rug
356,uniswap_0x3E985250CB137fc1Ff55922116934C5982d29F85,14,-1,13,77.77777777777777,Normal rug
356,uniswap_0x3E985250CB137fc1Ff55922116934C5982d29F85,15,-1,14,83.33333333333333,Normal rug
356,uniswap_0x3E985250CB137fc1Ff55922116934C5982d29F85,16,-1,15,88.88888888888889,Normal rug
356,uniswap_0x3E985250CB137fc1Ff55922116934C5982d29F85,17,-1,16,94.44444444444444,Normal rug
356,uniswap_0x3E985250CB137fc1Ff55922116934C5982d29F85,18,1,17,100.0,Normal rug
359,uniswap_0x3FC1af710734B6C6Ef145D02C27d321c5Fdb8ccc,1,1,-1,100.0,Normal rug
339,uniswap_0x3a7b6404Dd0Bd2b108B47Fc7005a90D788855930,1,1,-1,100.0,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,1,-1,-1,1.851851851851852,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,2,-1,1,3.703703703703704,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,3,-1,2,5.555555555555555,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,4,-1,3,7.407407407407407,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,5,-1,4,9.25925925925926,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,6,-1,5,11.11111111111111,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,7,-1,6,12.962962962962964,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,8,-1,7,14.814814814814817,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,9,-1,8,16.666666666666668,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,10,-1,9,18.51851851851852,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,11,-1,10,20.37037037037037,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,12,-1,11,22.22222222222222,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,13,-1,12,24.074074074074076,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,14,-1,13,25.925925925925927,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,15,-1,14,27.77777777777778,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,16,-1,15,29.62962962962963,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,17,-1,16,31.48148148148148,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,18,-1,17,33.333333333333336,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,19,-1,18,35.18518518518518,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,20,-1,19,37.03703703703704,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,21,-1,20,38.888888888888886,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,22,-1,21,40.74074074074074,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,23,-1,22,42.5925925925926,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,24,-1,23,44.44444444444444,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,25,-1,24,46.2962962962963,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,26,-1,25,48.14814814814815,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,27,-1,26,50.0,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,28,-1,27,51.851851851851855,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,29,-1,28,53.7037037037037,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,30,-1,29,55.55555555555556,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,31,-1,30,57.407407407407405,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,32,-1,31,59.25925925925926,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,33,-1,32,61.11111111111112,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,34,-1,33,62.96296296296296,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,35,-1,34,64.81481481481481,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,36,-1,35,66.66666666666667,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,37,-1,36,68.51851851851852,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,38,-1,37,70.37037037037037,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,39,-1,38,72.22222222222223,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,40,-1,39,74.07407407407408,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,41,-1,40,75.92592592592592,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,42,-1,41,77.77777777777777,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,43,-1,42,79.62962962962963,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,44,-1,43,81.48148148148148,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,45,-1,44,83.33333333333333,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,46,-1,45,85.18518518518519,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,47,-1,46,87.03703703703704,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,48,-1,47,88.88888888888889,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,49,-1,48,90.74074074074076,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,50,-1,49,92.5925925925926,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,51,-1,50,94.44444444444444,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,52,-1,51,96.29629629629628,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,53,-1,52,98.14814814814817,Normal rug
340,uniswap_0x3a8C2f2AA6f514c8cfB03617bB61F304ee271C32,54,1,53,100.0,Normal rug
343,uniswap_0x3aA00D127991a506182bcb877482c7dde8821A26,1,1,-1,100.0,Normal rug
348,uniswap_0x3b9678371D7a4a36D1fda4dD3D4f8873E2a07a8B,1,1,-1,100.0,Normal rug
362,uniswap_0x3fe44147ed5f5E9D93e56A0C1a6f20088695Fe83,1,-1,-1,50.0,Normal rug
362,uniswap_0x3fe44147ed5f5E9D93e56A0C1a6f20088695Fe83,2,1,1,100.0,Normal rug
364,uniswap_0x4010c80F059C84d207CFdc058EF8527E5ccE7157,1,1,-1,100.0,Normal rug
369,uniswap_0x40F4A13ce8bF3626BF51d8d1B7283FC802c439Cc,1,-1,-1,50.0,Normal rug
369,uniswap_0x40F4A13ce8bF3626BF51d8d1B7283FC802c439Cc,2,1,1,100.0,Normal rug
366,uniswap_0x40b205bE115cA1b09AcaE1fC6f8F5C3B642Ac8DE,1,1,-1,100.0,Normal rug
370,uniswap_0x414AC1853329b3704DF0caF7749Cd296C7f3b750,1,-1,-1,20.0,Normal rug
370,uniswap_0x414AC1853329b3704DF0caF7749Cd296C7f3b750,2,-1,1,40.0,Normal rug
370,uniswap_0x414AC1853329b3704DF0caF7749Cd296C7f3b750,3,-1,2,60.0,Normal rug
370,uniswap_0x414AC1853329b3704DF0caF7749Cd296C7f3b750,4,-1,3,80.0,Normal rug
370,uniswap_0x414AC1853329b3704DF0caF7749Cd296C7f3b750,5,1,4,100.0,Normal rug
374,uniswap_0x426760987CBA8AdebCEa29A3de8cf70b8067d56e,1,1,-1,100.0,Normal rug
380,uniswap_0x444ca67d1Cea66776eFc8c1A7f948F391B99b149,1,1,-1,100.0,Normal rug
381,uniswap_0x445732429F933d7Ac4114B72Bd927f330c9b5C8a,1,1,-1,100.0,Normal rug
382,uniswap_0x4458a9F942FDBE1653bE7F2b809a4Fe818fc87d0,1,-1,-1,50.0,Normal rug
382,uniswap_0x4458a9F942FDBE1653bE7F2b809a4Fe818fc87d0,2,1,1,100.0,Normal rug
387,uniswap_0x45AD75d56c69FF0F85b3571bDc98Cc043d0F6f4E,1,-1,-1,3.8461538461538463,Normal rug
387,uniswap_0x45AD75d56c69FF0F85b3571bDc98Cc043d0F6f4E,2,-1,1,7.6923076923076925,Normal rug
387,uniswap_0x45AD75d56c69FF0F85b3571bDc98Cc043d0F6f4E,3,-1,2,11.538461538461538,Normal rug
387,uniswap_0x45AD75d56c69FF0F85b3571bDc98Cc043d0F6f4E,4,-1,3,15.384615384615383,Normal rug
387,uniswap_0x45AD75d56c69FF0F85b3571bDc98Cc043d0F6f4E,5,-1,4,19.23076923076923,Normal rug
387,uniswap_0x45AD75d56c69FF0F85b3571bDc98Cc043d0F6f4E,6,-1,5,23.07692307692308,Normal rug
387,uniswap_0x45AD75d56c69FF0F85b3571bDc98Cc043d0F6f4E,7,-1,6,26.923076923076923,Normal rug
387,uniswap_0x45AD75d56c69FF0F85b3571bDc98Cc043d0F6f4E,8,-1,7,30.76923076923077,Normal rug
387,uniswap_0x45AD75d56c69FF0F85b3571bDc98Cc043d0F6f4E,9,-1,8,34.61538461538461,Normal rug
387,uniswap_0x45AD75d56c69FF0F85b3571bDc98Cc043d0F6f4E,10,-1,9,38.46153846153846,Normal rug
387,uniswap_0x45AD75d56c69FF0F85b3571bDc98Cc043d0F6f4E,11,-1,10,42.30769230769231,Normal rug
387,uniswap_0x45AD75d56c69FF0F85b3571bDc98Cc043d0F6f4E,12,-1,11,46.15384615384615,Normal rug
387,uniswap_0x45AD75d56c69FF0F85b3571bDc98Cc043d0F6f4E,13,-1,12,50.0,Normal rug
387,uniswap_0x45AD75d56c69FF0F85b3571bDc98Cc043d0F6f4E,14,-1,13,53.84615384615385,Normal rug
387,uniswap_0x45AD75d56c69FF0F85b3571bDc98Cc043d0F6f4E,15,-1,14,57.69230769230769,Normal rug
387,uniswap_0x45AD75d56c69FF0F85b3571bDc98Cc043d0F6f4E,16,-1,15,61.53846153846154,Normal rug
387,uniswap_0x45AD75d56c69FF0F85b3571bDc98Cc043d0F6f4E,17,-1,16,65.38461538461539,Normal rug
387,uniswap_0x45AD75d56c69FF0F85b3571bDc98Cc043d0F6f4E,18,-1,17,69.23076923076923,Normal rug
387,uniswap_0x45AD75d56c69FF0F85b3571bDc98Cc043d0F6f4E,19,-1,18,73.07692307692308,Normal rug
387,uniswap_0x45AD75d56c69FF0F85b3571bDc98Cc043d0F6f4E,20,-1,19,76.92307692307692,Normal rug
387,uniswap_0x45AD75d56c69FF0F85b3571bDc98Cc043d0F6f4E,21,-1,20,80.76923076923077,Normal rug
387,uniswap_0x45AD75d56c69FF0F85b3571bDc98Cc043d0F6f4E,22,-1,21,84.61538461538461,Normal rug
387,uniswap_0x45AD75d56c69FF0F85b3571bDc98Cc043d0F6f4E,23,-1,22,88.46153846153847,Normal rug
387,uniswap_0x45AD75d56c69FF0F85b3571bDc98Cc043d0F6f4E,24,-1,23,92.3076923076923,Normal rug
387,uniswap_0x45AD75d56c69FF0F85b3571bDc98Cc043d0F6f4E,25,-1,24,96.15384615384616,Normal rug
387,uniswap_0x45AD75d56c69FF0F85b3571bDc98Cc043d0F6f4E,26,1,25,100.0,Normal rug
390,uniswap_0x4659FFAAaE3FF984e8061D28f429D0E3059F9d94,1,-1,-1,50.0,Normal rug
390,uniswap_0x4659FFAAaE3FF984e8061D28f429D0E3059F9d94,2,1,1,100.0,Normal rug
393,uniswap_0x4698D8108d823222cf7Ee635fF5BeCaadbd15cB9,1,-1,-1,7.6923076923076925,Normal rug
393,uniswap_0x4698D8108d823222cf7Ee635fF5BeCaadbd15cB9,2,-1,1,15.384615384615383,Normal rug
393,uniswap_0x4698D8108d823222cf7Ee635fF5BeCaadbd15cB9,3,-1,2,23.07692307692308,Normal rug
393,uniswap_0x4698D8108d823222cf7Ee635fF5BeCaadbd15cB9,4,-1,3,30.76923076923077,Normal rug
393,uniswap_0x4698D8108d823222cf7Ee635fF5BeCaadbd15cB9,5,-1,4,38.46153846153846,Normal rug
393,uniswap_0x4698D8108d823222cf7Ee635fF5BeCaadbd15cB9,6,-1,5,46.15384615384615,Normal rug
393,uniswap_0x4698D8108d823222cf7Ee635fF5BeCaadbd15cB9,7,-1,6,53.84615384615385,Normal rug
393,uniswap_0x4698D8108d823222cf7Ee635fF5BeCaadbd15cB9,8,-1,7,61.53846153846154,Normal rug
393,uniswap_0x4698D8108d823222cf7Ee635fF5BeCaadbd15cB9,9,-1,8,69.23076923076923,Normal rug
393,uniswap_0x4698D8108d823222cf7Ee635fF5BeCaadbd15cB9,10,-1,9,76.92307692307692,Normal rug
393,uniswap_0x4698D8108d823222cf7Ee635fF5BeCaadbd15cB9,11,-1,10,84.61538461538461,Normal rug
393,uniswap_0x4698D8108d823222cf7Ee635fF5BeCaadbd15cB9,12,-1,11,92.3076923076923,Normal rug
393,uniswap_0x4698D8108d823222cf7Ee635fF5BeCaadbd15cB9,13,1,12,100.0,Normal rug
398,uniswap_0x4845516C6e2DD2a8441C354eF8A95700805Fc4c2,1,1,-1,100.0,Normal rug
399,uniswap_0x48d233893022e2B74f95E159B194f7857ae410A2,1,1,-1,100.0,Normal rug
408,uniswap_0x4Af16D5ae61b658f6c66b1259ad6Cbe20e4f730F,1,-1,-1,50.0,Normal rug
408,uniswap_0x4Af16D5ae61b658f6c66b1259ad6Cbe20e4f730F,2,1,1,100.0,Normal rug
418,uniswap_0x4CCC92c67324ce5061ef8c1B362652099050071D,1,1,-1,100.0,Normal rug
423,uniswap_0x4DC233f2Bc88307F77B59A9a9E78FC8Cb4A31284,1,-1,-1,33.333333333333336,Normal rug
423,uniswap_0x4DC233f2Bc88307F77B59A9a9E78FC8Cb4A31284,2,-1,1,66.66666666666667,Normal rug
423,uniswap_0x4DC233f2Bc88307F77B59A9a9E78FC8Cb4A31284,3,1,2,100.0,Normal rug
424,uniswap_0x4E2EBff75909962F0AFb84223A21d36B8f38227f,1,1,-1,100.0,Normal rug
426,uniswap_0x4E8d13db9283C92b555e7357D5e3E64FEE825eA4,1,1,-1,100.0,Normal rug
406,uniswap_0x4a537440FBC257dD3bC082c58Ac66662c8ff4D45,1,-1,-1,14.285714285714286,Normal rug
406,uniswap_0x4a537440FBC257dD3bC082c58Ac66662c8ff4D45,2,-1,1,28.571428571428573,Normal rug
406,uniswap_0x4a537440FBC257dD3bC082c58Ac66662c8ff4D45,3,-1,2,42.85714285714285,Normal rug
406,uniswap_0x4a537440FBC257dD3bC082c58Ac66662c8ff4D45,4,-1,3,57.142857142857146,Normal rug
406,uniswap_0x4a537440FBC257dD3bC082c58Ac66662c8ff4D45,5,-1,4,71.42857142857143,Normal rug
406,uniswap_0x4a537440FBC257dD3bC082c58Ac66662c8ff4D45,6,-1,5,85.71428571428571,Normal rug
406,uniswap_0x4a537440FBC257dD3bC082c58Ac66662c8ff4D45,7,1,6,100.0,Normal rug
412,uniswap_0x4b9A6E6A53d92aEF174015f22A083C1f0214c66F,1,-1,-1,50.0,Normal rug
412,uniswap_0x4b9A6E6A53d92aEF174015f22A083C1f0214c66F,2,1,1,100.0,Normal rug
414,uniswap_0x4beBa197415EB5A8C8ea1697cd7eeC42C9836EeE,1,1,-1,100.0,Normal rug
420,uniswap_0x4d6904e7D995f7b2a536efAe107578DA8e46cDD8,1,1,-1,100.0,Normal rug
422,uniswap_0x4da27a545c0c5B758a6BA100e3a049001de870f5,1,1,-1,100.0,Normal rug
431,uniswap_0x5044d567F7B30891639d982A05726A6BFE8Bae6A,1,1,-1,100.0,Normal rug
433,uniswap_0x512185160517a6c6687046C4e0C01954Ec7D3285,1,1,-1,100.0,Normal rug
434,uniswap_0x515e7fd1C29263DFF8d987f15FA00c12cd10A49b,1,1,-1,100.0,Normal rug
435,uniswap_0x5168c1004133D7a2bFA5415d74b6d029a0229F5A,1,-1,-1,50.0,Normal rug
435,uniswap_0x5168c1004133D7a2bFA5415d74b6d029a0229F5A,2,1,1,100.0,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,1,-1,-1,2.272727272727273,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,2,-1,1,4.545454545454546,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,3,-1,2,6.818181818181818,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,4,-1,3,9.090909090909092,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,5,-1,4,11.363636363636363,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,6,-1,5,13.636363636363637,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,7,-1,6,15.909090909090908,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,8,-1,7,18.181818181818183,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,9,-1,8,20.454545454545453,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,10,-1,9,22.727272727272727,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,11,-1,10,25.0,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,12,-1,11,27.272727272727277,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,13,-1,12,29.545454545454547,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,14,-1,13,31.818181818181817,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,15,-1,14,34.09090909090909,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,16,-1,15,36.36363636363637,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,17,-1,16,38.63636363636363,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,18,-1,17,40.90909090909091,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,19,-1,18,43.18181818181818,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,20,-1,19,45.45454545454545,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,21,-1,20,47.72727272727273,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,22,-1,21,50.0,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,23,-1,22,52.27272727272727,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,24,-1,23,54.54545454545455,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,25,-1,24,56.81818181818182,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,26,-1,25,59.09090909090909,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,27,-1,26,61.36363636363637,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,28,-1,27,63.63636363636363,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,29,-1,28,65.9090909090909,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,30,-1,29,68.18181818181819,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,31,-1,30,70.45454545454545,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,32,-1,31,72.72727272727273,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,33,-1,32,75.0,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,34,-1,33,77.27272727272727,Normal rug
436,uniswap_0x518169e66A86dA2dF1975981dd95a761107b73ff,35,-1,34,79.54545454545455,Normal rug
